"t","i","r","c","wVC","cap"
2019,"CCGT-GAS","Gujarat","init-3",2142.02,656
2019,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2032,"CCGT-GAS","Gujarat","init-3",2142.02,656
2034,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2019,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2034,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2041,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2023,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2036,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2034,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2044,"CCGT-GAS","Gujarat","init-1",791.99,350
2040,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2026,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2031,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2017,"CCGT-GAS","Gujarat","init-1",791.99,350
2021,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2021,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2043,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2022,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2043,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2031,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2031,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2038,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2020,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2024,"CCGT-GAS","Gujarat","init-1",791.99,350
2048,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2020,"CCGT-GAS","Gujarat","init-1",791.99,350
2027,"CCGT-GAS","Gujarat","init-1",791.99,350
2030,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,488.45
2027,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2035,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2018,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2039,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2041,"CCGT-GAS","Gujarat","init-1",791.99,350
2047,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2020,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2030,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2019,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2025,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2023,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2030,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2029,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2018,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2026,"CCGT-GAS","Gujarat","init-3",2142.02,656
2031,"CCGT-GAS","Gujarat","init-3",2142.02,656
2029,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2017,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2034,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2034,"CCGT-GAS","Gujarat","init-3",2142.02,656
2018,"CCGT-GAS","Gujarat","init-3",2142.02,656
2033,"CCGT-GAS","Gujarat","init-1",791.99,350
2039,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2025,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,595.06
2031,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2037,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2017,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2028,"CCGT-GAS","Gujarat","init-3",2142.02,656
2030,"CCGT-GAS","Gujarat","init-1",791.99,350
2043,"CCGT-GAS","Gujarat","init-3",2142.02,656
2045,"CCGT-GAS","Gujarat","init-3",2142.02,656
2025,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2018,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2049,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2023,"SUBCRITICAL-COAL","Gujarat","init-6",2759.49833333333,2160
2050,"CCGT-GAS","Gujarat","init-1",791.99,350
2024,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2020,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2042,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2024,"CCGT-GAS","Gujarat","init-3",2142.02,656
2035,"CCGT-GAS","Gujarat","init-1",791.99,350
2032,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2034,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2049,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2026,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2030,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2023,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2018,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2040,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2050,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2046,"CCGT-GAS","Gujarat","init-3",2142.02,656
2046,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2032,"CCGT-GAS","Gujarat","init-1",791.99,350
2045,"CCGT-GAS","Gujarat","init-1",791.99,350
2031,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2037,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2026,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2031,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2018,"CCGT-GAS","Gujarat","init-1",791.99,350
2018,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2049,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2022,"SUBCRITICAL-COAL","Gujarat","init-6",2736.69225806452,2790
2038,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2021,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2018,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2021,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2031,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2027,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2035,"CCGT-GAS","Gujarat","init-3",2142.02,656
2021,"CCGT-GAS","Gujarat","init-3",2142.02,656
2026,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2031,"CCGT-GAS","Gujarat","init-1",791.99,350
2025,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2019,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2028,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2018,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2035,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2027,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2030,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2042,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2032,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2029,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,488.45
2027,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,595.06
2028,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2032,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2047,"CCGT-GAS","Gujarat","init-3",2142.02,656
2018,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2022,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2033,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2025,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2032,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2032,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,415.94
2026,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2017,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2025,"CCGT-GAS","Gujarat","init-3",2142.02,656
2026,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2043,"CCGT-GAS","Gujarat","init-1",791.99,350
2037,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2032,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2036,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2032,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2029,"CCGT-GAS","Gujarat","init-3",2142.02,656
2033,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2025,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2036,"CCGT-GAS","Gujarat","init-1",791.99,350
2034,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2020,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2030,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2037,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2032,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2022,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2022,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2029,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2021,"CCGT-GAS","Gujarat","init-1",791.99,350
2034,"CCGT-GAS","Gujarat","init-1",791.99,350
2022,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2024,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2028,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2048,"CCGT-GAS","Gujarat","init-3",2142.02,232
2046,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2021,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2042,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2028,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,595.06
2028,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2049,"CCGT-GAS","Gujarat","init-1",791.99,350
2018,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2042,"CCGT-GAS","Gujarat","init-1",791.99,350
2029,"CCGT-GAS","Gujarat","init-1",791.99,350
2033,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2036,"CCGT-GAS","Gujarat","init-3",2142.02,656
2036,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2033,"CCGT-GAS","Gujarat","init-3",2142.02,656
2040,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2042,"CCGT-GAS","Gujarat","init-3",2142.02,656
2030,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2025,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2031,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,488.45
2032,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2038,"SUPERCRITICAL-COAL","Gujarat","init-7",899.96,1600
2038,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2029,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2018,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2037,"CCGT-GAS","Gujarat","init-1",791.99,350
2048,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2027,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2035,"SUBCRITICAL-LIGNITE","Gujarat","init-7",784.99,250
2032,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2029,"SUPERCRITICAL-COAL","Gujarat","init-7",905.409068493151,7300
2026,"SUBCRITICAL-LIGNITE","Gujarat","init-7",788.7475,400
2025,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2021,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2034,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2037,"CCGT-GAS","Gujarat","init-3",2142.02,656
2037,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2022,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2020,"SUBCRITICAL-COAL","Gujarat","init-5",2568.55,210
2048,"CCGT-GAS","Gujarat","init-1",791.99,350
2033,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,750
2037,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2025,"SUBCRITICAL-COAL","Gujarat","init-7",2988.49,1170
2029,"CCGT-GAS","Gujarat","init-2",1173.54921847247,563
2033,"SUBCRITICAL-COAL","Gujarat","init-2",1098.54,1320
2029,"CCGT-GAS","Gujarat","init-4",2599.05274853801,1710
2029,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2033,"SUBCRITICAL-LIGNITE","Gujarat","init-7",773.465384615385,325
2023,"SUBCRITICAL-LIGNITE","Gujarat","init-7",799.294050632911,790
2036,"SUBCRITICAL-COAL","Gujarat","init-4",1918.53,376
2037,"CCGT-GAS","Gujarat","init-5",4248.3932928475,3705
2020,"SUBCRITICAL-COAL","Gujarat","init-4",2120.97411066669,1205.06
2036,"SUBCRITICAL-COAL","Gujarat","init-3",1803.28,500
2022,"SUBCRITICAL-COAL","Gujarat","init-1",338.56,264
2036,"SUBCRITICAL-COAL","Gujarat","init-6",2823.77,1320
2017,"CCGT-GAS","Haryana","init-7",1381.97,372
2020,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2024,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2030,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2030,"CCGT-GAS","Haryana","init-7",1381.97,372
2027,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2027,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2047,"CCGT-GAS","Haryana","init-7",1381.97,372
2039,"CCGT-GAS","Haryana","init-7",1381.97,372
2038,"CCGT-GAS","Haryana","init-7",1381.97,372
2028,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2018,"CCGT-GAS","Haryana","init-7",1381.97,372
2035,"CCGT-GAS","Haryana","init-7",1381.97,372
2027,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2030,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2037,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,500
2037,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2028,"CCGT-GAS","Haryana","init-7",1381.97,372
2028,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2027,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2020,"CCGT-GAS","Haryana","init-7",1381.97,372
2017,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2021,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2021,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2028,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2022,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2019,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2017,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2023,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2035,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2027,"CCGT-GAS","Haryana","init-7",1381.97,372
2030,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2020,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2020,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2025,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2030,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,250
2024,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2044,"CCGT-GAS","Haryana","init-7",1381.97,372
2031,"CCGT-GAS","Haryana","init-7",1381.97,372
2018,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2023,"CCGT-GAS","Haryana","init-7",1381.97,372
2034,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2021,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2020,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2022,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2026,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2017,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2031,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2025,"CCGT-GAS","Haryana","init-7",1381.97,372
2028,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2017,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2018,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2022,"CCGT-GAS","Haryana","init-7",1381.97,372
2018,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2033,"CCGT-GAS","Haryana","init-7",1381.97,372
2026,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2037,"CCGT-GAS","Haryana","init-7",1381.97,372
2033,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2021,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2026,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2043,"CCGT-GAS","Haryana","init-7",1381.97,372
2031,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2031,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2034,"CCGT-GAS","Haryana","init-7",1381.97,372
2032,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2018,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2023,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2046,"CCGT-GAS","Haryana","init-7",1381.97,372
2033,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2019,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2035,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2033,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,300
2029,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2024,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2034,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2025,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2017,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2045,"CCGT-GAS","Haryana","init-7",1381.97,372
2021,"CCGT-GAS","Haryana","init-7",1381.97,372
2022,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2050,"CCGT-GAS","Haryana","init-7",1381.97,372
2032,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2048,"CCGT-GAS","Haryana","init-7",1381.97,372
2026,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2036,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2025,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2032,"CCGT-GAS","Haryana","init-7",1381.97,372
2021,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2025,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2041,"CCGT-GAS","Haryana","init-7",1381.97,372
2020,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2023,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2019,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2029,"CCGT-GAS","Haryana","init-7",1381.97,372
2031,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2030,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2033,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2040,"CCGT-GAS","Haryana","init-7",1381.97,372
2025,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2022,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2026,"CCGT-GAS","Haryana","init-7",1381.97,372
2019,"SUBCRITICAL-COAL","Haryana","init-4",3487.77052631579,1710
2022,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2049,"CCGT-GAS","Haryana","init-7",1381.97,372
2026,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2027,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2034,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2028,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2035,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2029,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2029,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2032,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2036,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1000
2024,"CCGT-GAS","Haryana","init-7",1381.97,372
2042,"CCGT-GAS","Haryana","init-7",1381.97,372
2023,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2024,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2018,"SUPERCRITICAL-COAL","Haryana","init-7",2510.03,1320
2023,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2019,"CCGT-GAS","Haryana","init-7",1381.97,372
2036,"CCGT-GAS","Haryana","init-7",1381.97,372
2029,"SUBCRITICAL-COAL","Haryana","init-2",2369.95,1200
2029,"SUBCRITICAL-COAL","Haryana","init-1",2098.55,600
2032,"SUBCRITICAL-COAL","Haryana","init-4",3608.06,1500
2024,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2019,"SUBCRITICAL-COAL","Haryana","init-3",2548.55,500
2027,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2020,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2040,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2039,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2035,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2017,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2043,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2042,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2033,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2047,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,100
2030,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2023,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2024,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2025,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2028,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2032,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2041,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2018,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2050,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,25
2038,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2046,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,100
2048,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,100
2037,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2031,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2045,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,100
2036,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2044,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2034,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2019,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2022,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2029,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2049,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,75
2026,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2021,"CCGT-GAS","Jammu_Kashmir","init-7",13541.98,175
2030,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2028,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2034,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2027,"SUBCRITICAL-COAL","Jharkhand","init-3",1740.37279475983,1145
2027,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2029,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2026,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2041,"SUBCRITICAL-COAL","Jharkhand","init-3",1930.61,500
2037,"SUBCRITICAL-COAL","Jharkhand","init-3",1930.61,500
2030,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2025,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2032,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2034,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2017,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2031,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2037,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2036,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2026,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2034,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2020,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2025,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2027,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2020,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2024,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2035,"SUBCRITICAL-COAL","Jharkhand","init-2",1200.24449567723,1735
2028,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2018,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2025,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2026,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2024,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2029,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2018,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2035,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2029,"SUBCRITICAL-COAL","Jharkhand","init-2",1227.655218509,1945
2033,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2020,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2036,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2037,"SUBCRITICAL-COAL","Jharkhand","init-2",1153.67707317073,1025
2022,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
2040,"SUBCRITICAL-COAL","Jharkhand","init-3",1930.61,500
2028,"SUBCRITICAL-COAL","Jharkhand","init-3",1704.91634146341,1025
2035,"SUBCRITICAL-COAL","Jharkhand","init-1",1048.47,540
2019,"SUBCRITICAL-COAL","Jharkhand","init-3",1769.10233201581,1265
